customer_id,signup_date,age,gender,country,plan,monthly_charge,acquisition_channel,device,n_support_tickets,legacy_score,promo_code,churn_30d
42,2021-07-30,35.0,M,DE,premium,38.63,referral,android,1,59.6,PROMO_5,0
43,2021-10-18,64.0,F,DE,standard,17.23,organic,web,2,31.9,PROMO_2,0
44,2023-02-07,24.0,M,US,basic,10.03,organic,web,1,49.2,PROMO_3,0
45,2024-03-09,54.0,M,IN,standard,17.24,social,android,1,66.3,PROMO_2,0
46,2020-10-10,52.0,M,NZ,premium,33.85,referral,ios,2,29.5,PROMO_1,0
47,2022-10-04,32.0,M,CA,basic,9.1,organic,android,0,49.4,PROMO_2,1
48,2021-01-25,33.0,M,IN,standard,18.37,paid_search,ios,1,56.1,PROMO_98,0
49,2021-11-18,27.0,M,US,premium,34.31,paid_search,ios,3,71.4,PROMO_2,0
50,2021-07-02,27.0,F,IN,basic,9.38,paid_search,ios,0,64.6,PROMO_21,0
51,2021-07-28,37.0,F,IN,premium,32.79,organic,ios,1,75.4,PROMO_150,0
52,2023-09-16,37.0,F,AE,basic,8.25,organic,android,3,62.5,PROMO_1,0
53,2023-01-25,19.0,M,PK,standard,18.13,referral,android,0,63.3,PROMO_1,0
54,2022-09-05,62.0,M,PK,standard,20.22,organic,android,1,35.7,PROMO_7,0
55,2022-07-25,34.0,M,US,standard,20.97,social,ios,0,35.2,PROMO_1,0
56,2024-04-11,38.0,F,DE,basic,9.79,social,web,0,75.2,PROMO_3,0
57,2022-05-18,30.0,F,UK,standard,18.77,partner,ios,1,43.2,PROMO_30,0
58,2023-11-11,34.0,M,CA,basic,7.25,partner,android,3,41.9,PROMO_1,0
59,2021-08-20,33.0,M,DE,basic,9.28,partner,web,0,15.4,PROMO_9,0
60,2021-11-11,37.0,F,PK,basic,10.06,paid_search,android,1,65.9,PROMO_1,0
61,2020-12-15,37.0,F,PK,standard,20.88,organic,web,1,33.2,PROMO_3,0
62,2021-08-18,46.0,F,DE,basic,9.33,organic,android,2,37.7,PROMO_1,0
63,2023-01-22,39.0,M,US,basic,8.14,paid_search,android,1,66.4,PROMO_2,0
64,2020-10-14,45.0,M,IN,premium,37.36,organic,web,0,16.9,PROMO_1,0
65,2022-11-22,37.0,M,IN,basic,10.39,organic,ios,1,70.4,PROMO_1,0
66,2023-03-19,40.0,M,US,basic,7.98,paid_search,web,0,37.6,PROMO_40,0
67,2021-01-08,34.0,M,UK,basic,8.17,paid_search,ios,1,47.8,PROMO_21,0
68,2023-01-16,48.0,F,CA,basic,9.68,social,android,0,38.4,PROMO_1,0
69,2024-02-26,41.0,F,IN,standard,18.34,partner,android,1,30.1,PROMO_1,0
70,2022-09-02,35.0,F,UK,basic,8.15,paid_search,android,1,38.6,PROMO_150,1
71,2021-06-08,35.0,Other,SE,basic,10.1,organic,ios,1,37.6,PROMO_1,0
72,2023-09-23,36.0,M,UK,premium,40.44,paid_search,android,0,31.5,PROMO_1,1
73,2022-09-11,37.0,M,PK,standard,18.42,paid_search,android,1,73.1,PROMO_2,0
74,2023-12-14,36.0,M,UK,standard,17.26,partner,android,1,35.5,PROMO_30,0
75,2021-11-06,31.0,F,DE,premium,45.39,paid_search,ios,1,21.7,PROMO_2,0
76,2022-08-24,45.0,F,NZ,premium,38.92,paid_search,,3,19.0,PROMO_7,0
77,2023-03-13,46.0,M,PK,basic,10.01,social,android,2,56.5,PROMO_2,0
78,2023-08-02,57.0,Other,US,standard,20.36,paid_search,android,2,24.0,PROMO_6,0
79,2022-04-23,30.0,F,UK,standard,18.21,social,web,2,47.3,PROMO_2,1
80,2021-11-29,44.0,F,IN,basic,8.63,organic,ios,1,79.5,PROMO_1,0
81,2020-11-21,18.0,M,DE,basic,10.04,paid_search,android,2,52.7,PROMO_3,0
82,2022-10-16,,M,PK,basic,10.05,organic,ios,0,54.9,PROMO_4,0
83,2023-11-02,21.0,M,IN,standard,16.15,referral,ios,0,42.1,PROMO_2,0
84,2021-04-18,26.0,F,AE,standard,19.84,organic,ios,0,49.8,PROMO_1,0
85,2022-01-23,41.0,F,IN,standard,18.82,organic,android,1,46.8,PROMO_1,0
86,2021-10-18,30.0,F,CA,basic,8.26,social,android,4,54.6,PROMO_1,1
87,2024-01-28,29.0,F,PK,basic,9.19,social,web,2,74.9,PROMO_1,0
88,2023-04-06,32.0,M,SE,basic,8.03,paid_search,android,3,43.6,PROMO_1,0
89,2021-07-17,45.0,M,US,standard,18.29,partner,ios,3,38.2,PROMO_2,0
90,2021-04-19,27.0,M,NZ,premium,36.51,social,,1,48.9,PROMO_19,0
91,2022-10-19,36.0,F,PK,premium,37.44,partner,android,1,64.4,PROMO_1,0
92,2021-05-27,33.0,F,CA,premium,38.78,paid_search,ios,2,44.9,PROMO_1,0
93,2021-04-06,46.0,M,US,premium,35.83,social,android,0,54.0,PROMO_5,1
94,2022-12-24,46.0,F,PK,premium,43.91,paid_search,android,2,57.7,PROMO_1,0
95,2021-01-18,18.0,F,NZ,basic,9.36,paid_search,ios,1,82.3,PROMO_1,0
96,2023-05-10,48.0,F,US,basic,10.29,organic,android,1,63.8,PROMO_1,0
97,2023-07-16,,F,PK,basic,8.88,organic,web,0,36.9,PROMO_44,0
98,2021-11-12,40.0,F,IN,basic,8.6,referral,ios,1,17.1,PROMO_1,0
99,2022-01-14,27.0,F,US,basic,10.27,referral,web,0,52.3,PROMO_1,0
100,2023-12-01,41.0,M,UK,basic,8.58,organic,web,1,39.4,PROMO_150,0
101,2021-04-18,65.0,F,NZ,premium,38.44,organic,android,0,42.7,PROMO_150,0
102,2023-09-09,38.0,M,US,basic,9.52,organic,web,0,35.1,PROMO_4,0
103,2021-05-27,32.0,M,PK,premium,35.14,social,web,1,42.4,PROMO_1,0
104,2024-05-31,34.0,M,AE,standard,20.08,organic,ios,1,42.1,PROMO_2,1
105,2021-06-07,21.0,M,DE,standard,19.89,referral,ios,2,48.3,PROMO_16,0
106,2021-06-21,53.0,F,PK,standard,20.93,organic,android,2,39.9,PROMO_4,0
107,2021-06-30,40.0,F,UK,basic,9.64,social,android,0,39.2,PROMO_1,0
108,2021-12-06,25.0,M,US,standard,20.98,referral,android,1,58.0,PROMO_3,0
109,2022-08-30,26.0,Other,PK,basic,8.92,organic,android,1,50.0,PROMO_36,0
110,2021-10-11,37.0,F,US,premium,36.31,referral,,0,50.1,PROMO_2,0
111,2023-05-25,47.0,F,IN,basic,10.52,partner,ios,3,49.3,PROMO_2,0
112,2021-06-29,24.0,Other,US,basic,7.9,paid_search,android,3,36.6,PROMO_150,1
113,2022-05-06,49.0,M,PK,standard,16.83,organic,android,2,71.6,PROMO_1,0
114,2022-09-16,36.0,M,IN,standard,19.86,social,,1,80.5,PROMO_5,0
115,2022-07-14,27.0,M,US,basic,10.17,paid_search,web,0,68.6,PROMO_1,0
116,2022-04-18,32.0,M,IN,standard,19.29,partner,web,1,23.5,PROMO_1,0
117,2024-04-20,56.0,M,IN,basic,9.72,paid_search,android,3,40.1,PROMO_4,0
118,2023-12-01,22.0,M,US,standard,15.97,referral,web,1,60.6,PROMO_8,0
119,2023-07-08,29.0,M,US,basic,8.64,social,web,3,38.7,PROMO_1,0
120,2024-01-04,47.0,F,PK,basic,7.65,organic,web,2,39.5,PROMO_1,0
121,2022-10-13,39.0,M,PK,basic,9.56,paid_search,,1,29.4,PROMO_1,0
122,2021-12-01,28.0,Other,PK,basic,7.89,referral,ios,0,44.6,PROMO_5,0
123,2021-12-20,48.0,M,US,basic,8.08,paid_search,android,1,37.7,PROMO_2,0
124,2022-08-30,48.0,F,US,basic,9.37,paid_search,web,1,14.1,PROMO_3,0
125,2021-03-18,41.0,M,CA,basic,9.76,partner,web,0,67.3,PROMO_2,0
126,2022-04-22,30.0,F,PK,basic,8.89,paid_search,android,1,56.3,PROMO_4,0
127,2024-02-22,32.0,M,US,standard,19.87,referral,ios,1,30.0,PROMO_1,0
128,2021-07-21,40.0,F,PK,basic,9.39,organic,ios,0,63.0,PROMO_1,0
129,2022-04-10,23.0,M,PK,standard,18.67,referral,ios,1,51.9,PROMO_2,1
130,2022-01-17,52.0,M,CA,premium,35.58,social,ios,1,67.4,PROMO_2,0
131,2022-04-22,56.0,F,DE,basic,9.41,organic,android,1,61.0,PROMO_7,0
132,2022-05-09,34.0,M,US,premium,40.91,organic,ios,1,38.4,PROMO_1,0
133,2024-02-07,41.0,M,UK,basic,9.64,organic,android,1,60.0,PROMO_1,0
134,2022-05-01,50.0,F,US,basic,9.22,social,,1,60.7,PROMO_2,0
135,2021-06-10,59.0,F,IN,standard,17.22,paid_search,ios,3,65.8,PROMO_2,0
136,2023-04-18,54.0,F,US,standard,20.05,organic,android,1,65.0,PROMO_7,0
137,2022-03-02,18.0,M,DE,standard,19.0,social,android,1,81.2,PROMO_25,0
138,2024-04-29,34.0,M,PK,basic,8.65,partner,android,0,64.3,PROMO_7,0
139,2023-02-17,43.0,F,US,standard,18.55,organic,ios,0,38.2,PROMO_23,0
140,2022-10-17,32.0,F,UK,basic,8.5,social,android,0,52.7,PROMO_16,0
141,2020-09-23,57.0,F,PK,basic,9.64,partner,android,2,34.3,PROMO_1,0
142,2023-08-19,55.0,F,UK,basic,7.98,paid_search,ios,1,68.1,PROMO_4,1
143,2023-05-26,28.0,M,UK,premium,35.9,partner,,2,37.2,PROMO_22,0
144,2022-11-25,35.0,F,PK,basic,8.76,social,ios,3,83.5,PROMO_1,0
145,2020-09-10,29.0,M,NZ,standard,21.45,social,ios,3,45.6,PROMO_5,0
146,2021-03-21,35.0,M,PK,standard,20.6,referral,android,0,49.3,PROMO_42,0
147,2024-04-24,,M,IN,standard,16.51,organic,android,0,43.0,PROMO_1,0
148,2023-07-24,47.0,F,US,standard,21.05,social,android,2,39.2,PROMO_1,0
149,2021-05-04,27.0,M,PK,premium,43.21,social,ios,0,42.0,PROMO_1,0
150,2024-03-22,18.0,M,PK,basic,8.15,organic,ios,2,53.5,PROMO_2,0
151,2021-03-18,19.0,M,AE,basic,7.18,paid_search,ios,0,50.3,PROMO_1,0
152,2023-05-19,26.0,F,DE,standard,18.89,referral,web,4,43.6,PROMO_20,0
153,2020-12-22,30.0,F,AE,basic,9.81,organic,android,3,54.6,PROMO_4,0
154,2023-05-02,39.0,M,US,basic,10.15,paid_search,web,0,41.9,PROMO_18,0
155,2022-10-20,25.0,M,PK,basic,8.37,organic,ios,1,49.9,PROMO_30,0
156,2021-12-10,24.0,M,CA,basic,10.26,organic,ios,2,76.5,PROMO_2,0
157,2023-12-19,27.0,M,IN,basic,7.4,paid_search,ios,2,41.4,PROMO_1,0
158,2022-05-04,25.0,M,US,basic,8.74,organic,ios,2,45.4,PROMO_1,0
159,2022-07-15,31.0,Other,CA,premium,37.7,paid_search,android,2,32.7,PROMO_1,0
160,2021-06-25,30.0,M,AE,basic,9.83,organic,android,0,44.9,PROMO_10,0
161,2020-09-05,45.0,F,UK,premium,43.05,partner,android,0,55.6,PROMO_1,0
162,2021-12-07,26.0,F,AE,premium,41.98,referral,android,0,42.1,PROMO_8,0
163,2022-11-24,33.0,M,PK,basic,8.03,organic,android,1,33.0,PROMO_2,0
164,2022-11-28,31.0,F,PK,standard,20.31,organic,android,2,55.4,PROMO_150,0
165,2022-11-12,46.0,M,DE,standard,19.77,organic,web,1,57.0,PROMO_1,0
166,2021-05-14,35.0,F,SE,standard,16.46,organic,android,0,59.2,PROMO_36,1
167,2023-03-25,49.0,F,UK,basic,7.51,social,web,0,31.4,PROMO_10,0
168,2023-10-24,24.0,M,PK,basic,9.75,social,ios,2,70.6,PROMO_1,0
169,2023-03-07,36.0,M,PK,basic,8.87,paid_search,android,1,42.7,PROMO_150,0
170,2024-05-10,31.0,M,US,standard,17.05,referral,android,1,34.9,PROMO_1,0
171,2024-01-16,24.0,F,AE,premium,38.35,referral,android,0,65.4,PROMO_1,0
172,2024-02-07,36.0,F,PK,standard,19.55,paid_search,android,2,70.0,PROMO_4,0
173,2021-07-12,56.0,M,PK,standard,18.87,social,android,1,45.3,PROMO_4,0
174,2021-09-18,28.0,M,DE,premium,34.16,paid_search,web,1,37.5,PROMO_1,0
175,2021-10-23,36.0,F,PK,standard,21.87,social,android,1,56.6,PROMO_2,0
176,2022-09-12,23.0,M,US,basic,9.72,organic,ios,1,30.0,PROMO_17,0
177,2021-09-25,21.0,F,DE,premium,37.95,paid_search,ios,1,88.3,PROMO_1,0
178,2023-11-01,28.0,M,PK,basic,8.79,organic,ios,0,34.5,PROMO_1,0
179,2021-01-15,32.0,F,US,basic,9.26,organic,web,1,55.3,PROMO_1,0
180,2022-07-20,33.0,Other,PK,standard,17.28,paid_search,,0,47.6,PROMO_7,0
181,2020-11-24,35.0,F,US,premium,40.01,social,android,2,36.2,PROMO_1,0
182,2023-11-13,19.0,M,IN,basic,8.04,paid_search,web,1,36.0,PROMO_3,1
183,2022-07-25,30.0,M,AE,basic,8.95,partner,web,2,66.9,PROMO_1,0
184,2021-10-24,43.0,F,PK,basic,8.16,paid_search,ios,1,55.5,PROMO_1,1
185,2022-07-28,22.0,F,PK,basic,8.19,partner,ios,6,39.6,PROMO_35,1
186,2022-10-04,33.0,M,PK,basic,10.18,organic,android,1,41.6,PROMO_3,0
187,2023-10-25,40.0,M,IN,standard,19.09,paid_search,ios,4,37.8,PROMO_1,0
188,2023-01-02,28.0,M,DE,premium,39.65,organic,android,0,63.2,PROMO_1,1
189,2023-07-17,41.0,M,AE,basic,7.55,organic,ios,0,63.8,PROMO_23,0
190,2023-04-21,20.0,F,PK,basic,8.57,organic,web,2,57.9,PROMO_1,0
191,2021-11-10,47.0,M,IN,basic,9.33,social,android,0,53.8,PROMO_1,0
192,2022-01-23,41.0,F,CA,basic,9.14,organic,ios,1,59.4,PROMO_1,0
193,2022-02-24,38.0,M,PK,standard,15.73,organic,ios,1,25.3,PROMO_2,0
194,2023-01-28,49.0,M,US,standard,19.31,organic,android,1,54.1,PROMO_1,0
195,2020-10-25,33.0,M,US,standard,19.56,social,ios,2,66.0,PROMO_2,0
196,2024-02-11,30.0,F,UK,basic,9.92,paid_search,ios,2,53.5,PROMO_1,0
197,2023-02-24,52.0,F,US,standard,18.0,organic,android,0,50.8,PROMO_3,0
198,2023-12-31,57.0,M,PK,basic,7.39,organic,android,0,40.5,PROMO_2,1
199,2023-03-01,29.0,F,AE,basic,8.28,social,android,0,41.5,PROMO_7,0
200,2020-10-22,36.0,M,AE,premium,35.58,social,android,2,42.2,PROMO_1,0
201,2023-01-22,48.0,M,US,standard,20.12,paid_search,ios,2,53.3,PROMO_1,0
202,2021-01-04,36.0,F,US,premium,30.52,paid_search,ios,3,42.7,PROMO_6,1
203,2022-07-28,44.0,F,PK,premium,37.6,organic,android,1,22.6,PROMO_2,0
204,2021-10-19,46.0,M,US,standard,21.17,paid_search,ios,0,62.0,PROMO_1,0
205,2022-09-18,31.0,M,CA,premium,39.02,social,android,0,57.8,PROMO_9,1
206,2023-06-10,42.0,F,UK,basic,9.65,referral,web,1,55.3,PROMO_16,0
207,2021-07-22,37.0,F,IN,basic,7.82,paid_search,android,2,35.9,PROMO_3,1
208,2020-10-12,24.0,F,DE,basic,7.85,social,ios,1,42.6,PROMO_3,0
209,2023-06-13,26.0,M,DE,basic,10.03,paid_search,android,0,57.8,PROMO_2,1
210,2021-07-02,30.0,M,US,basic,9.07,social,web,1,50.4,PROMO_150,0
211,2023-06-16,47.0,M,PK,basic,9.07,social,ios,0,39.5,PROMO_14,0
212,2021-09-25,48.0,Other,IN,standard,17.3,referral,web,1,69.5,PROMO_2,0
213,2021-06-18,45.0,M,AE,standard,19.15,organic,,1,37.3,PROMO_17,0
214,2022-09-29,42.0,M,IN,standard,17.26,paid_search,web,1,5.2,PROMO_3,0
215,2021-08-29,42.0,F,AE,basic,9.85,organic,android,0,51.3,PROMO_150,0
216,2023-06-01,40.0,M,US,standard,23.15,paid_search,android,0,51.9,PROMO_4,0
217,2024-02-22,41.0,M,PK,basic,9.35,paid_search,ios,1,50.9,PROMO_3,0
218,2024-01-29,42.0,M,US,basic,8.54,social,android,1,56.0,PROMO_1,0
219,2022-10-03,22.0,M,UK,basic,7.18,social,ios,1,41.6,PROMO_2,0
220,2021-01-12,28.0,F,IN,basic,7.79,social,android,2,65.4,PROMO_1,0
221,2023-12-17,26.0,M,CA,basic,10.12,social,ios,1,29.5,PROMO_1,0
222,2022-09-21,49.0,M,UK,standard,17.44,organic,ios,2,49.7,PROMO_1,0
223,2021-10-13,55.0,M,US,standard,18.44,organic,ios,0,40.6,PROMO_2,0
224,2023-09-05,18.0,F,PK,standard,20.0,organic,,2,65.1,PROMO_45,0
225,2021-09-19,54.0,Other,US,basic,10.07,referral,ios,0,38.1,PROMO_5,0
226,2023-04-15,38.0,M,NZ,standard,18.7,organic,ios,3,51.1,PROMO_2,0
227,2021-05-22,48.0,M,DE,standard,18.38,paid_search,ios,0,51.3,PROMO_24,0
228,2022-04-03,43.0,F,UK,basic,9.05,organic,ios,2,52.9,PROMO_2,0
229,2022-05-18,53.0,M,IN,standard,18.05,social,web,1,39.1,PROMO_1,0
230,2023-10-11,39.0,M,PK,basic,8.59,partner,android,2,55.5,PROMO_4,0
231,2022-09-10,22.0,M,SE,basic,9.3,referral,,1,50.4,PROMO_2,1
232,2021-03-16,36.0,Other,AE,basic,9.13,organic,ios,0,55.2,PROMO_7,1
233,2024-05-15,43.0,F,PK,standard,22.24,paid_search,ios,3,73.6,PROMO_6,0
234,2021-07-30,35.0,M,DE,basic,9.32,organic,web,0,51.7,PROMO_3,0
235,2022-07-31,44.0,F,PK,basic,9.83,referral,web,1,35.1,PROMO_1,1
236,2021-09-22,36.0,F,AE,basic,8.23,paid_search,web,1,79.4,PROMO_4,0
237,2021-12-08,30.0,F,US,premium,40.64,organic,ios,1,64.7,PROMO_3,0
238,2022-10-23,25.0,F,PK,basic,8.48,paid_search,ios,4,59.8,PROMO_13,1
239,2023-04-12,33.0,F,AE,basic,9.28,paid_search,android,1,47.3,PROMO_3,1
240,2022-01-27,39.0,F,US,basic,9.5,partner,android,1,61.1,PROMO_150,0
241,2023-11-30,18.0,F,PK,premium,39.16,organic,ios,4,19.1,PROMO_1,0
242,2022-03-27,28.0,M,CA,standard,22.66,partner,ios,1,73.2,PROMO_2,0
243,2024-02-01,,F,PK,premium,43.46,organic,android,2,63.4,PROMO_1,0
244,2021-12-27,30.0,F,AE,basic,9.85,organic,web,0,47.3,PROMO_1,0
245,2022-01-25,50.0,F,AE,basic,9.55,social,web,3,63.1,PROMO_12,0
246,2024-02-15,24.0,F,PK,standard,21.68,paid_search,android,1,59.3,PROMO_1,0
247,2021-07-31,45.0,F,NZ,basic,7.97,referral,android,2,34.9,PROMO_2,0
248,2022-11-15,68.0,M,US,standard,21.08,paid_search,web,1,52.7,PROMO_25,1
249,2021-06-21,53.0,M,PK,premium,35.91,paid_search,android,1,55.6,PROMO_1,0
250,2024-04-14,38.0,F,US,basic,8.59,organic,android,1,48.0,PROMO_3,0
251,2023-10-07,46.0,M,AE,premium,40.75,partner,ios,0,46.7,PROMO_2,0
252,2022-07-30,22.0,F,PK,standard,20.87,social,web,3,63.5,PROMO_5,0
253,2023-09-25,20.0,M,US,basic,8.17,social,ios,2,52.6,PROMO_4,0
254,2023-03-13,37.0,Other,UK,basic,8.63,referral,ios,3,78.2,PROMO_1,0
255,2021-12-12,41.0,F,AE,basic,9.07,organic,web,0,40.2,PROMO_1,0
256,2023-11-24,49.0,F,US,standard,18.72,referral,ios,0,56.1,PROMO_1,0
257,2021-11-18,31.0,M,US,basic,9.61,paid_search,ios,2,36.2,PROMO_3,1
258,2024-01-20,39.0,F,PK,basic,11.47,referral,android,1,60.2,PROMO_1,0
259,2023-10-13,39.0,F,PK,standard,19.64,social,android,1,33.3,PROMO_1,0
260,2022-03-23,36.0,M,AE,basic,8.47,paid_search,ios,0,54.3,PROMO_107,0
261,2021-06-11,36.0,M,US,basic,8.07,referral,android,1,67.7,PROMO_3,0
262,2023-10-19,28.0,F,PK,standard,18.51,social,android,1,50.8,PROMO_35,0
263,2023-04-24,40.0,M,PK,basic,8.32,organic,android,2,35.1,PROMO_1,0
264,2020-12-12,,F,AE,basic,9.34,social,android,0,64.2,PROMO_3,0
265,2020-09-14,32.0,F,UK,basic,9.33,paid_search,ios,2,55.4,PROMO_2,1
266,2022-04-01,44.0,M,US,basic,8.67,referral,android,2,48.7,PROMO_3,0
267,2022-10-03,48.0,M,AE,basic,10.43,referral,android,1,35.5,PROMO_16,0
268,2023-02-18,44.0,M,AE,standard,17.88,organic,ios,1,25.8,PROMO_1,0
269,2022-02-16,26.0,M,PK,premium,38.63,organic,web,1,83.8,PROMO_1,0
270,2022-03-18,38.0,M,US,basic,9.46,organic,ios,3,41.4,PROMO_1,0
271,2023-05-01,27.0,M,PK,premium,41.78,social,android,1,35.1,PROMO_3,0
272,2024-05-10,38.0,M,CA,standard,20.94,referral,ios,0,54.7,PROMO_150,0
273,2023-11-14,27.0,F,PK,standard,19.65,social,ios,3,34.7,PROMO_8,0
274,2020-10-27,51.0,M,US,standard,20.6,referral,android,1,57.5,PROMO_1,0
275,2022-11-11,46.0,F,UK,standard,17.99,social,android,1,70.3,PROMO_9,0
276,2022-08-15,50.0,M,UK,standard,20.4,paid_search,,5,34.1,PROMO_12,0
277,2022-09-05,49.0,F,CA,basic,9.65,partner,android,2,45.5,PROMO_7,0
278,2021-06-26,34.0,M,US,standard,21.3,organic,android,0,56.5,PROMO_1,0
279,2024-03-13,32.0,M,PK,basic,7.8,paid_search,android,2,31.7,PROMO_1,0
280,2024-02-17,56.0,M,AE,basic,8.35,organic,ios,1,36.3,PROMO_150,0
281,2023-05-27,35.0,F,DE,standard,20.25,organic,ios,0,48.2,PROMO_1,0
282,2022-08-09,,F,NZ,basic,7.09,social,ios,0,79.4,PROMO_1,0
283,2021-11-27,48.0,M,AE,basic,9.35,organic,web,2,37.2,PROMO_114,1
284,2022-08-03,39.0,Other,US,basic,9.76,paid_search,android,2,45.8,PROMO_6,1
285,2022-10-11,54.0,F,PK,basic,8.59,organic,ios,2,87.2,PROMO_1,0
286,2020-11-24,40.0,F,NZ,standard,18.35,paid_search,android,1,61.9,PROMO_2,0
287,2023-11-01,37.0,F,AE,standard,17.37,organic,ios,1,24.6,PROMO_1,0
288,2022-04-14,54.0,M,PK,basic,8.62,referral,ios,0,46.5,PROMO_1,1
289,2022-05-24,20.0,F,US,basic,8.65,paid_search,ios,4,58.8,PROMO_1,1
290,2022-08-27,31.0,M,UK,basic,8.51,referral,ios,1,71.7,PROMO_8,0
291,2021-05-23,27.0,M,PK,basic,8.47,paid_search,ios,1,70.9,PROMO_1,0
292,2023-06-08,18.0,F,DE,standard,18.59,organic,ios,0,58.4,PROMO_1,0
293,2020-11-02,47.0,F,AE,standard,18.57,social,android,0,60.8,PROMO_34,0
294,2023-03-11,31.0,F,PK,basic,10.35,organic,android,0,30.5,PROMO_1,0
295,2022-05-20,47.0,M,NZ,basic,8.72,paid_search,web,2,39.6,PROMO_1,0
296,2022-06-23,41.0,F,IN,premium,40.07,paid_search,ios,0,30.5,PROMO_1,1
297,2021-03-26,44.0,F,PK,standard,18.12,referral,android,0,65.5,PROMO_6,0
298,2022-10-14,32.0,M,US,basic,8.58,referral,web,1,55.6,PROMO_3,1
299,2023-05-15,29.0,F,IN,basic,7.77,organic,web,1,51.6,PROMO_1,0
300,2024-05-12,38.0,M,US,basic,7.87,social,ios,2,73.2,PROMO_15,0
301,2023-01-26,47.0,M,SE,premium,35.23,paid_search,ios,2,58.1,PROMO_2,0
302,2021-04-27,36.0,F,PK,basic,9.13,referral,android,1,67.1,PROMO_3,0
303,2024-05-28,29.0,F,DE,basic,9.77,partner,ios,1,61.3,PROMO_2,0
304,2021-01-21,24.0,M,UK,premium,33.43,paid_search,web,3,62.8,PROMO_150,1
305,2022-05-23,39.0,F,US,standard,18.17,organic,android,0,34.4,PROMO_5,0
