customer_id,event_time,event_type,amount
5,2024-05-07 06:00:00,purchase,17.31
5,2024-05-07 13:00:00,login,0.0
5,2024-05-11 07:00:00,stream,0.0
5,2024-05-11 09:00:00,stream,0.0
5,2024-05-11 09:00:00,stream,0.0
5,2024-05-11 14:00:00,login,0.0
5,2024-05-11 19:00:00,purchase,14.27
5,2024-05-11 19:00:00,login,0.0
5,2024-05-11 20:00:00,stream,0.0
5,2024-05-11 23:00:00,login,0.0
5,2024-05-12 19:00:00,login,0.0
5,2024-05-14 09:00:00,stream,0.0
5,2024-05-18 01:00:00,login,0.0
5,2024-05-18 06:00:00,login,0.0
5,2024-05-18 07:00:00,stream,0.0
5,2024-05-22 10:00:00,login,0.0
5,2024-05-24 03:00:00,stream,0.0
5,2024-06-01 03:00:00,login,0.0
5,2024-06-01 06:00:00,login,0.0
5,2024-06-01 13:00:00,stream,0.0
5,2024-06-02 10:00:00,login,0.0
5,2024-06-03 22:00:00,login,0.0
5,2024-06-04 07:00:00,stream,0.0
5,2024-06-04 09:00:00,login,0.0
5,2024-06-05 08:00:00,login,0.0
5,2024-06-05 22:00:00,login,0.0
5,2024-06-08 10:00:00,stream,0.0
5,2024-06-08 22:00:00,purchase,3.24
5,2024-06-09 07:00:00,stream,0.0
5,2024-06-09 20:00:00,login,0.0
5,2024-06-12 21:00:00,login,0.0
5,2024-06-15 01:00:00,stream,0.0
5,2024-06-15 13:00:00,login,0.0
5,2024-06-15 16:00:00,login,0.0
5,2024-06-15 23:00:00,stream,0.0
5,2024-06-17 17:00:00,login,0.0
5,2024-06-19 04:00:00,stream,0.0
5,2024-06-19 10:00:00,stream,0.0
5,2024-06-22 08:00:00,login,0.0
5,2024-06-22 17:00:00,purchase,11.05
5,2024-06-22 17:00:00,login,0.0
5,2024-06-22 17:00:00,stream,0.0
5,2024-06-25 08:00:00,purchase,6.32
5,2024-06-28 19:00:00,stream,0.0
5,2024-06-29 15:00:00,stream,0.0
5,2024-06-29 23:00:00,stream,0.0
6,2024-04-02 06:00:00,login,0.0
6,2024-04-06 15:00:00,login,0.0
6,2024-04-15 17:00:00,purchase,24.46
6,2024-04-27 08:00:00,login,0.0
6,2024-05-14 05:00:00,login,0.0
6,2024-05-19 03:00:00,login,0.0
6,2024-05-29 11:00:00,login,0.0
6,2024-05-31 22:00:00,stream,0.0
6,2024-06-01 07:00:00,stream,0.0
6,2024-06-13 23:00:00,login,0.0
6,2024-06-15 14:00:00,stream,0.0
6,2024-06-18 00:00:00,purchase,21.07
6,2024-06-22 15:00:00,login,0.0
6,2024-06-22 16:00:00,stream,0.0
6,2024-06-24 17:00:00,stream,0.0
7,2024-04-02 17:00:00,stream,0.0
7,2024-04-07 08:00:00,stream,0.0
7,2024-04-10 13:00:00,stream,0.0
7,2024-04-13 23:00:00,login,0.0
7,2024-04-15 04:00:00,stream,0.0
7,2024-04-17 22:00:00,login,0.0
7,2024-04-20 11:00:00,login,0.0
7,2024-04-20 19:00:00,login,0.0
7,2024-04-22 00:00:00,login,0.0
7,2024-04-25 14:00:00,login,0.0
7,2024-04-25 20:00:00,login,0.0
7,2024-04-28 01:00:00,login,0.0
7,2024-04-29 06:00:00,login,0.0
7,2024-05-02 08:00:00,stream,0.0
7,2024-05-05 06:00:00,login,0.0
7,2024-05-08 14:00:00,stream,0.0
7,2024-05-11 04:00:00,login,0.0
7,2024-05-11 18:00:00,login,0.0
7,2024-05-14 11:00:00,login,0.0
7,2024-05-16 08:00:00,purchase,19.93
7,2024-05-18 08:00:00,stream,0.0
7,2024-05-20 12:00:00,purchase,23.22
7,2024-05-25 05:00:00,stream,0.0
7,2024-05-26 06:00:00,stream,0.0
7,2024-06-01 07:00:00,stream,0.0
7,2024-06-01 18:00:00,login,0.0
7,2024-06-04 23:00:00,purchase,13.9
7,2024-06-08 15:00:00,stream,0.0
7,2024-06-12 08:00:00,login,0.0
7,2024-06-22 15:00:00,login,0.0
7,2024-06-23 22:00:00,login,0.0
8,2024-04-03 12:00:00,stream,0.0
8,2024-04-05 09:00:00,stream,0.0
8,2024-04-06 02:00:00,login,0.0
8,2024-04-08 03:00:00,login,0.0
8,2024-04-12 04:00:00,purchase,3.29
8,2024-04-17 17:00:00,stream,0.0
8,2024-04-22 23:00:00,login,0.0
8,2024-04-23 10:00:00,login,0.0
8,2024-04-26 17:00:00,stream,0.0
8,2024-05-08 16:00:00,login,0.0
8,2024-05-11 04:00:00,stream,0.0
8,2024-05-11 10:00:00,stream,0.0
8,2024-05-13 07:00:00,login,0.0
8,2024-05-13 17:00:00,stream,0.0
8,2024-05-20 15:00:00,stream,0.0
8,2024-05-21 17:00:00,stream,0.0
8,2024-05-25 00:00:00,stream,0.0
8,2024-05-26 23:00:00,stream,0.0
8,2024-05-29 09:00:00,login,0.0
8,2024-05-30 00:00:00,stream,0.0
8,2024-06-02 00:00:00,login,0.0
8,2024-06-04 16:00:00,login,0.0
8,2024-06-06 23:00:00,stream,0.0
8,2024-06-08 13:00:00,purchase,7.81
8,2024-06-10 16:00:00,login,0.0
8,2024-06-12 12:00:00,purchase,17.4
8,2024-06-18 01:00:00,login,0.0
8,2024-06-18 03:00:00,stream,0.0
8,2024-06-20 17:00:00,purchase,13.74
8,2024-06-29 16:00:00,login,0.0
9,2024-04-01 23:00:00,purchase,13.28
9,2024-04-04 01:00:00,login,0.0
9,2024-04-05 07:00:00,stream,0.0
9,2024-04-07 06:00:00,purchase,4.69
9,2024-04-09 12:00:00,login,0.0
9,2024-04-14 03:00:00,login,0.0
9,2024-04-20 16:00:00,purchase,33.91
9,2024-04-20 18:00:00,stream,0.0
9,2024-04-21 01:00:00,login,0.0
9,2024-04-24 18:00:00,stream,0.0
9,2024-04-27 11:00:00,stream,0.0
9,2024-04-29 08:00:00,stream,0.0
9,2024-05-04 18:00:00,login,0.0
9,2024-05-04 21:00:00,login,0.0
9,2024-05-05 02:00:00,login,0.0
9,2024-05-13 04:00:00,login,0.0
9,2024-05-13 08:00:00,purchase,7.68
9,2024-05-13 20:00:00,login,0.0
9,2024-05-16 12:00:00,login,0.0
9,2024-05-19 21:00:00,login,0.0
9,2024-05-25 18:00:00,login,0.0
9,2024-05-31 09:00:00,login,0.0
9,2024-06-05 03:00:00,stream,0.0
9,2024-06-08 03:00:00,stream,0.0
9,2024-06-09 04:00:00,stream,0.0
9,2024-06-10 13:00:00,stream,0.0
9,2024-06-18 15:00:00,stream,0.0
9,2024-06-26 19:00:00,purchase,20.95
10,2024-04-04 23:00:00,login,0.0
10,2024-04-05 14:00:00,stream,0.0
10,2024-04-05 21:00:00,login,0.0
10,2024-04-06 15:00:00,login,0.0
10,2024-04-07 17:00:00,purchase,9.13
10,2024-04-12 09:00:00,login,0.0
10,2024-04-13 07:00:00,purchase,5.73
10,2024-04-13 07:00:00,stream,0.0
10,2024-04-13 09:00:00,login,0.0
10,2024-04-13 14:00:00,stream,0.0
10,2024-04-13 18:00:00,stream,0.0
10,2024-04-13 21:00:00,purchase,33.37
10,2024-04-14 20:00:00,stream,0.0
10,2024-04-19 13:00:00,stream,0.0
10,2024-04-19 22:00:00,login,0.0
10,2024-04-20 12:00:00,stream,0.0
10,2024-04-20 15:00:00,stream,0.0
10,2024-04-20 18:00:00,login,0.0
10,2024-04-22 00:00:00,purchase,36.07
10,2024-04-22 06:00:00,login,0.0
10,2024-04-28 09:00:00,login,0.0
10,2024-05-03 10:00:00,stream,0.0
10,2024-05-05 13:00:00,login,0.0
10,2024-05-08 18:00:00,login,0.0
10,2024-05-11 08:00:00,login,0.0
10,2024-05-14 22:00:00,login,0.0
10,2024-05-15 07:00:00,login,0.0
10,2024-05-18 04:00:00,login,0.0
10,2024-05-18 10:00:00,stream,0.0
10,2024-05-18 21:00:00,login,0.0
10,2024-05-22 07:00:00,login,0.0
10,2024-05-25 09:00:00,stream,0.0
10,2024-05-29 00:00:00,stream,0.0
10,2024-06-01 15:00:00,stream,0.0
10,2024-06-01 22:00:00,stream,0.0
10,2024-06-08 09:00:00,stream,0.0
10,2024-06-08 17:00:00,stream,0.0
10,2024-06-13 19:00:00,login,0.0
10,2024-06-18 20:00:00,stream,0.0
10,2024-06-21 14:00:00,stream,0.0
10,2024-06-23 15:00:00,stream,0.0
10,2024-06-25 10:00:00,login,0.0
10,2024-06-28 09:00:00,login,0.0
10,2024-06-29 15:00:00,purchase,38.41
11,2024-04-01 04:00:00,login,0.0
11,2024-04-01 08:00:00,stream,0.0
11,2024-04-02 18:00:00,stream,0.0
11,2024-04-03 19:00:00,login,0.0
11,2024-04-03 20:00:00,login,0.0
11,2024-04-04 14:00:00,login,0.0
11,2024-04-05 13:00:00,login,0.0
11,2024-04-07 05:00:00,purchase,14.61
11,2024-04-07 10:00:00,login,0.0
11,2024-04-08 14:00:00,stream,0.0
11,2024-04-10 10:00:00,stream,0.0
11,2024-04-10 15:00:00,stream,0.0
11,2024-04-12 17:00:00,login,0.0
11,2024-04-12 20:00:00,purchase,4.33
11,2024-04-12 21:00:00,login,0.0
11,2024-04-12 22:00:00,stream,0.0
11,2024-04-13 05:00:00,stream,0.0
11,2024-04-13 16:00:00,stream,0.0
11,2024-04-14 00:00:00,login,0.0
11,2024-04-14 16:00:00,login,0.0
11,2024-04-14 18:00:00,stream,0.0
11,2024-04-16 03:00:00,login,0.0
11,2024-04-16 13:00:00,stream,0.0
11,2024-04-17 08:00:00,purchase,27.5
11,2024-04-18 13:00:00,login,0.0
11,2024-04-18 14:00:00,login,0.0
11,2024-04-18 17:00:00,login,0.0
11,2024-04-18 21:00:00,purchase,11.86
11,2024-04-18 21:00:00,purchase,13.91
11,2024-04-22 06:00:00,login,0.0
11,2024-04-22 07:00:00,login,0.0
11,2024-04-22 10:00:00,login,0.0
11,2024-04-23 02:00:00,login,0.0
11,2024-04-23 03:00:00,stream,0.0
11,2024-04-26 06:00:00,login,0.0
11,2024-04-26 23:00:00,purchase,9.34
11,2024-04-27 01:00:00,purchase,11.79
11,2024-04-27 20:00:00,stream,0.0
11,2024-04-29 15:00:00,stream,0.0
11,2024-04-30 11:00:00,login,0.0
11,2024-05-03 15:00:00,login,0.0
11,2024-05-04 13:00:00,stream,0.0
11,2024-05-05 00:00:00,stream,0.0
11,2024-05-06 10:00:00,login,0.0
11,2024-05-08 17:00:00,purchase,21.95
11,2024-05-09 03:00:00,login,0.0
11,2024-05-09 13:00:00,stream,0.0
11,2024-05-09 15:00:00,stream,0.0
11,2024-05-10 03:00:00,login,0.0
11,2024-05-10 07:00:00,login,0.0
11,2024-05-10 18:00:00,stream,0.0
11,2024-05-11 16:00:00,login,0.0
11,2024-05-12 13:00:00,purchase,30.02
11,2024-05-12 18:00:00,login,0.0
11,2024-05-14 13:00:00,stream,0.0
11,2024-05-15 18:00:00,purchase,20.69
11,2024-05-15 21:00:00,login,0.0
11,2024-05-16 06:00:00,login,0.0
11,2024-05-16 21:00:00,login,0.0
11,2024-05-17 02:00:00,stream,0.0
11,2024-05-18 08:00:00,stream,0.0
11,2024-05-18 23:00:00,stream,0.0
11,2024-05-20 15:00:00,login,0.0
11,2024-05-20 18:00:00,stream,0.0
11,2024-05-21 07:00:00,login,0.0
11,2024-05-21 18:00:00,stream,0.0
11,2024-05-21 20:00:00,stream,0.0
11,2024-05-21 21:00:00,stream,0.0
11,2024-05-23 07:00:00,stream,0.0
11,2024-05-25 05:00:00,stream,0.0
11,2024-05-30 10:00:00,purchase,10.23
11,2024-05-30 12:00:00,login,0.0
11,2024-05-30 12:00:00,stream,0.0
11,2024-06-01 06:00:00,login,0.0
11,2024-06-01 20:00:00,purchase,52.15
11,2024-06-02 06:00:00,login,0.0
11,2024-06-02 06:00:00,login,0.0
11,2024-06-04 15:00:00,stream,0.0
11,2024-06-06 18:00:00,stream,0.0
11,2024-06-07 00:00:00,stream,0.0
11,2024-06-08 07:00:00,stream,0.0
11,2024-06-08 13:00:00,stream,0.0
11,2024-06-08 20:00:00,login,0.0
11,2024-06-10 10:00:00,stream,0.0
11,2024-06-11 11:00:00,stream,0.0
11,2024-06-12 15:00:00,purchase,15.12
11,2024-06-13 00:00:00,purchase,42.45
11,2024-06-13 06:00:00,purchase,4.93
11,2024-06-13 07:00:00,login,0.0
11,2024-06-13 15:00:00,stream,0.0
11,2024-06-14 01:00:00,login,0.0
11,2024-06-15 01:00:00,login,0.0
11,2024-06-15 09:00:00,stream,0.0
11,2024-06-16 23:00:00,login,0.0
11,2024-06-17 16:00:00,login,0.0
11,2024-06-19 11:00:00,login,0.0
11,2024-06-22 05:00:00,login,0.0
11,2024-06-22 10:00:00,stream,0.0
11,2024-06-22 21:00:00,login,0.0
11,2024-06-23 10:00:00,stream,0.0
11,2024-06-23 20:00:00,login,0.0
11,2024-06-24 09:00:00,stream,0.0
11,2024-06-26 11:00:00,stream,0.0
11,2024-06-26 15:00:00,login,0.0
11,2024-06-27 14:00:00,stream,0.0
11,2024-06-27 19:00:00,login,0.0
12,2024-04-04 19:00:00,stream,0.0
12,2024-04-06 04:00:00,purchase,18.42
12,2024-04-06 17:00:00,login,0.0
12,2024-04-08 11:00:00,stream,0.0
12,2024-04-11 14:00:00,login,0.0
12,2024-04-13 02:00:00,stream,0.0
12,2024-04-14 07:00:00,login,0.0
12,2024-04-15 07:00:00,login,0.0
12,2024-04-21 05:00:00,login,0.0
12,2024-04-22 09:00:00,stream,0.0
12,2024-05-01 04:00:00,login,0.0
12,2024-05-02 16:00:00,purchase,22.73
12,2024-05-04 08:00:00,login,0.0
12,2024-05-05 07:00:00,login,0.0
12,2024-05-06 02:00:00,stream,0.0
12,2024-05-07 09:00:00,stream,0.0
12,2024-05-08 22:00:00,purchase,6.71
12,2024-05-16 22:00:00,stream,0.0
12,2024-05-18 15:00:00,stream,0.0
12,2024-05-19 12:00:00,login,0.0
12,2024-05-31 17:00:00,login,0.0
12,2024-06-02 07:00:00,login,0.0
12,2024-06-05 13:00:00,stream,0.0
12,2024-06-09 16:00:00,stream,0.0
12,2024-06-11 12:00:00,stream,0.0
12,2024-06-13 01:00:00,login,0.0
12,2024-06-15 07:00:00,stream,0.0
12,2024-06-15 18:00:00,stream,0.0
12,2024-06-19 08:00:00,login,0.0
12,2024-06-21 09:00:00,login,0.0
12,2024-06-26 23:00:00,login,0.0
12,2024-06-27 11:00:00,stream,0.0
12,2024-06-27 21:00:00,stream,0.0
12,2024-06-29 17:00:00,stream,0.0
13,2024-04-01 04:00:00,purchase,10.53
13,2024-04-05 07:00:00,stream,0.0
13,2024-04-08 12:00:00,purchase,6.39
13,2024-04-12 15:00:00,login,0.0
13,2024-04-16 10:00:00,login,0.0
13,2024-04-17 19:00:00,stream,0.0
13,2024-04-19 09:00:00,stream,0.0
13,2024-04-22 16:00:00,login,0.0
13,2024-04-27 18:00:00,login,0.0
13,2024-05-06 22:00:00,login,0.0
13,2024-05-09 15:00:00,login,0.0
13,2024-05-10 11:00:00,stream,0.0
13,2024-05-15 07:00:00,login,0.0
13,2024-05-18 09:00:00,login,0.0
13,2024-05-18 20:00:00,stream,0.0
13,2024-05-29 22:00:00,login,0.0
13,2024-06-08 16:00:00,login,0.0
13,2024-06-08 16:00:00,stream,0.0
13,2024-06-08 23:00:00,login,0.0
13,2024-06-14 21:00:00,login,0.0
13,2024-06-21 08:00:00,stream,0.0
13,2024-06-22 15:00:00,login,0.0
13,2024-06-23 09:00:00,stream,0.0
13,2024-06-23 19:00:00,login,0.0
13,2024-06-29 12:00:00,stream,0.0
14,2024-04-04 01:00:00,stream,0.0
14,2024-04-13 23:00:00,stream,0.0
14,2024-04-20 10:00:00,purchase,16.15
14,2024-04-20 14:00:00,login,0.0
14,2024-04-27 18:00:00,stream,0.0
14,2024-04-30 09:00:00,login,0.0
14,2024-05-13 14:00:00,login,0.0
14,2024-06-13 21:00:00,login,0.0
14,2024-06-15 23:00:00,stream,0.0
14,2024-06-21 11:00:00,login,0.0
14,2024-06-28 11:00:00,stream,0.0
15,2024-04-02 14:00:00,login,0.0
15,2024-04-06 13:00:00,login,0.0
15,2024-04-07 03:00:00,stream,0.0
15,2024-04-13 07:00:00,stream,0.0
15,2024-04-13 17:00:00,purchase,17.62
15,2024-04-19 19:00:00,purchase,6.9
15,2024-04-25 01:00:00,login,0.0
15,2024-04-27 08:00:00,login,0.0
15,2024-04-27 21:00:00,login,0.0
15,2024-04-30 19:00:00,login,0.0
15,2024-05-07 16:00:00,login,0.0
15,2024-05-10 10:00:00,login,0.0
15,2024-05-15 07:00:00,login,0.0
15,2024-05-16 06:00:00,login,0.0
15,2024-05-18 22:00:00,stream,0.0
15,2024-05-25 15:00:00,stream,0.0
15,2024-05-26 04:00:00,login,0.0
15,2024-05-27 04:00:00,login,0.0
15,2024-05-29 09:00:00,stream,0.0
15,2024-06-09 16:00:00,login,0.0
15,2024-06-12 20:00:00,stream,0.0
15,2024-06-16 23:00:00,login,0.0
15,2024-06-21 01:00:00,stream,0.0
15,2024-06-23 16:00:00,stream,0.0
15,2024-06-25 06:00:00,login,0.0
15,2024-06-27 21:00:00,stream,0.0
16,2024-04-02 12:00:00,stream,0.0
16,2024-04-03 05:00:00,login,0.0
16,2024-04-06 08:00:00,login,0.0
16,2024-04-06 16:00:00,stream,0.0
16,2024-04-06 16:00:00,login,0.0
16,2024-04-06 19:00:00,login,0.0
16,2024-04-07 02:00:00,stream,0.0
16,2024-04-11 23:00:00,purchase,6.32
16,2024-04-13 20:00:00,login,0.0
16,2024-04-14 08:00:00,stream,0.0
16,2024-04-16 06:00:00,purchase,5.81
16,2024-04-17 10:00:00,login,0.0
16,2024-04-18 04:00:00,stream,0.0
16,2024-04-18 11:00:00,login,0.0
16,2024-04-18 16:00:00,stream,0.0
16,2024-04-22 17:00:00,login,0.0
16,2024-04-23 00:00:00,stream,0.0
16,2024-04-30 13:00:00,login,0.0
16,2024-05-04 12:00:00,stream,0.0
16,2024-05-04 22:00:00,stream,0.0
16,2024-05-04 23:00:00,stream,0.0
16,2024-05-06 02:00:00,login,0.0
16,2024-05-10 05:00:00,stream,0.0
16,2024-05-11 12:00:00,stream,0.0
16,2024-05-11 13:00:00,login,0.0
16,2024-05-13 12:00:00,login,0.0
16,2024-05-13 13:00:00,login,0.0
16,2024-05-16 08:00:00,stream,0.0
16,2024-05-17 07:00:00,login,0.0
16,2024-05-18 02:00:00,login,0.0
16,2024-05-18 16:00:00,login,0.0
16,2024-05-28 03:00:00,stream,0.0
16,2024-05-28 08:00:00,stream,0.0
16,2024-06-01 03:00:00,stream,0.0
16,2024-06-01 10:00:00,stream,0.0
16,2024-06-04 00:00:00,purchase,11.86
16,2024-06-06 07:00:00,login,0.0
16,2024-06-10 02:00:00,login,0.0
16,2024-06-14 03:00:00,stream,0.0
16,2024-06-15 02:00:00,login,0.0
16,2024-06-15 03:00:00,stream,0.0
16,2024-06-15 07:00:00,purchase,11.89
16,2024-06-15 07:00:00,login,0.0
16,2024-06-16 20:00:00,stream,0.0
16,2024-06-18 23:00:00,login,0.0
16,2024-06-19 05:00:00,login,0.0
16,2024-06-21 20:00:00,login,0.0
16,2024-06-22 21:00:00,stream,0.0
16,2024-06-25 13:00:00,purchase,9.62
16,2024-06-26 00:00:00,stream,0.0
16,2024-06-29 00:00:00,stream,0.0
16,2024-06-29 15:00:00,login,0.0
16,2024-06-29 19:00:00,stream,0.0
17,2024-04-06 14:00:00,stream,0.0
17,2024-04-06 22:00:00,stream,0.0
17,2024-04-07 09:00:00,stream,0.0
17,2024-04-07 14:00:00,login,0.0
17,2024-04-20 18:00:00,stream,0.0
17,2024-04-27 03:00:00,stream,0.0
17,2024-05-10 06:00:00,stream,0.0
17,2024-05-17 11:00:00,stream,0.0
17,2024-05-20 09:00:00,login,0.0
17,2024-05-20 10:00:00,stream,0.0
17,2024-05-25 23:00:00,login,0.0
17,2024-05-30 20:00:00,stream,0.0
17,2024-06-08 01:00:00,login,0.0
17,2024-06-22 16:00:00,login,0.0
18,2024-04-01 10:00:00,login,0.0
18,2024-04-05 15:00:00,login,0.0
18,2024-04-05 19:00:00,login,0.0
18,2024-04-13 09:00:00,login,0.0
18,2024-04-13 23:00:00,stream,0.0
18,2024-04-14 06:00:00,stream,0.0
18,2024-04-14 09:00:00,stream,0.0
18,2024-04-14 14:00:00,login,0.0
18,2024-04-20 15:00:00,purchase,5.37
18,2024-04-22 10:00:00,stream,0.0
18,2024-04-24 22:00:00,stream,0.0
18,2024-05-01 09:00:00,login,0.0
18,2024-05-03 13:00:00,stream,0.0
18,2024-05-11 03:00:00,login,0.0
18,2024-05-17 21:00:00,login,0.0
18,2024-05-18 23:00:00,login,0.0
18,2024-05-22 21:00:00,login,0.0
18,2024-05-25 06:00:00,purchase,6.93
18,2024-05-25 23:00:00,stream,0.0
18,2024-05-26 01:00:00,stream,0.0
18,2024-05-26 16:00:00,stream,0.0
18,2024-05-30 18:00:00,stream,0.0
18,2024-05-30 18:00:00,stream,0.0
18,2024-06-01 17:00:00,stream,0.0
18,2024-06-02 14:00:00,stream,0.0
18,2024-06-04 20:00:00,login,0.0
18,2024-06-08 18:00:00,login,0.0
18,2024-06-12 07:00:00,stream,0.0
18,2024-06-17 09:00:00,stream,0.0
18,2024-06-25 20:00:00,purchase,7.89
18,2024-06-29 02:00:00,stream,0.0
18,2024-06-29 09:00:00,stream,0.0
