customer_id,age,monthly_charge,n_support_tickets,legacy_score,gender,country,plan,acquisition_channel,device,tenure_days,tenure_log,is_new_customer,signup_month_sin,signup_month_cos,signup_is_weekend,events_90d,events_30d,events_7d,events_prior_60d,recency_days,active_days_30d,longest_gap_days,usage_trend_ratio,purchase_count_90d,purchase_amount_sum,purchase_amount_mean,purchase_amount_max,weekend_share,night_share,login_share,event_type_diversity,tickets_per_month,log_monthly_charge,age_missing,charge_per_event,log_charge_per_event,events_per_tenure_day,premium_high_tickets,basic_new_customer,tickets_x_recency,charge_x_recency,paid_search_low_usage,promo_freq,age_band,price_pressure,usage_state
974,45.0,9.79,1.0,33.3,F,PK,basic,partner,ios,674.0,6.51471269087253,0.0,-0.8660254037844384,-0.5000000000000004,0.0,10.0,5.0,0.0,5.0,7.333333333333333,4.0,14.083333333333336,1.25,0.0,0.0,0.0,0.0,0.6,0.1,0.7,2.0,0.04261363636363637,2.281361456542419,0.0,0.8899999999999999,-0.1053605156578264,0.1111111111111111,0.0,0.0,7.333333333333333,71.79333333333332,0.0,0.144375,q4,normal,stable
3384,30.0,17.55,1.0,46.3,F,IN,standard,social,android,1280.0,7.155396301896734,0.0,-2.4492935982947064e-16,1.0,0.0,15.0,7.0,2.0,8.0,3.1666666666666665,7.0,18.291666666666664,1.2727272727272727,0.0,0.0,0.0,0.0,0.6,0.0,0.3333333333333333,2.0,0.022900763358778626,2.865053949911875,0.0,1.096875,0.10154072955496098,0.16666666666666666,0.0,0.0,3.1666666666666665,55.575,0.0,0.07916666666666666,q2,high,stable
1893,47.0,9.0,1.0,54.4,F,PK,basic,social,android,1233.0,7.1180162044653335,0.0,0.8660254037844386,0.5000000000000001,1.0,99.0,38.0,9.0,61.0,0.16666666666666666,20.0,4.833333333333329,1.1875,12.0,194.03,16.169166666666666,33.25,0.5555555555555556,0.1414141414141414,0.42424242424242425,3.0,0.023752969121140142,2.1972245773362196,0.0,0.09,-2.302585092994046,1.1,0.0,0.0,0.16666666666666666,1.5,0.0,0.07916666666666666,q4,normal,stable
1459,24.0,8.01,1.0,37.4,M,PK,basic,organic,ios,384.0,5.953243334287785,0.0,1.2246467991473532e-16,-1.0,0.0,24.0,6.0,2.0,18.0,2.9583333333333335,6.0,10.833333333333334,0.5714285714285715,3.0,30.189999999999998,10.063333333333333,21.98,0.4583333333333333,0.375,0.3333333333333333,3.0,0.07246376811594203,2.080690761080268,0.0,0.3204,-1.107451237335314,0.26666666666666666,0.0,0.0,2.9583333333333335,23.69625,0.0,0.428125,q1,normal,declining
1245,34.0,17.86,1.0,35.9,F,IN,standard,organic,android,1227.0,7.113142108707088,0.0,0.8660254037844386,0.5000000000000001,0.0,26.0,9.0,4.0,17.0,0.041666666666666664,8.0,9.833333333333332,0.9,5.0,94.08,18.816,26.81,0.4230769230769231,0.34615384615384615,0.2692307692307692,3.0,0.02386634844868735,2.882563575448353,0.0,0.6614814814814814,-0.39826884123756945,0.28888888888888886,0.0,0.0,0.041666666666666664,0.7441666666666666,0.0,0.428125,q2,normal,stable
1975,37.0,19.84,1.0,55.4,M,IN,standard,organic,web,791.0,6.674561391814426,0.0,0.49999999999999994,-0.8660254037844387,1.0,28.0,8.0,2.0,20.0,0.375,6.0,14.166666666666668,0.6956521739130436,2.0,21.39,10.695,14.43,0.25,0.07142857142857142,0.5,3.0,0.03654080389768575,2.987700101856727,0.0,0.6841379310344827,-0.3650845903347739,0.3111111111111111,0.0,0.0,0.375,7.4399999999999995,0.0,0.428125,q3,normal,stable
584,32.0,19.27,1.0,31.6,M,PK,standard,social,ios,91.0,4.5217885770490405,0.0,1.0,6.123233995736766e-17,1.0,19.0,6.0,2.0,13.0,4.708333333333333,6.0,13.333333333333336,0.75,4.0,27.509999999999998,6.8774999999999995,8.54,0.5789473684210527,0.2631578947368421,0.42105263157894735,3.0,0.24793388429752067,2.958549482426275,0.0,0.9635,-0.026857454169882642,0.2111111111111111,0.0,0.0,4.708333333333333,90.72958333333332,0.0,0.0075,q2,normal,stable
718,36.0,18.73,2.0,37.4,F,UK,standard,partner,ios,699.0,6.551080335043404,0.0,-0.8660254037844384,-0.5000000000000004,0.0,46.0,13.0,5.0,33.0,0.3333333333333333,11.0,7.791666666666671,0.7222222222222221,5.0,113.03999999999999,22.607999999999997,71.01,0.391304347826087,0.2391304347826087,0.5217391304347826,3.0,0.0823045267489712,2.930126516455997,0.0,0.39851063829787237,-0.8952373226763226,0.5111111111111111,0.0,0.0,0.6666666666666666,6.243333333333333,0.0,0.428125,q3,normal,stable
3277,50.0,7.89,2.0,44.7,F,DE,basic,paid_search,ios,118.0,4.77912349311153,0.0,1.0,6.123233995736766e-17,0.0,50.0,6.0,3.0,44.0,0.20833333333333334,5.0,17.833333333333332,0.25531914893617025,2.0,11.73,5.865,8.84,0.56,0.12,0.46,3.0,0.4054054054054054,2.065596134857783,0.0,0.15470588235294117,-1.8035939268750578,0.5555555555555556,0.0,0.0,0.4166666666666667,1.64375,1.0,0.04583333333333333,q5,normal,declining
4743,48.0,18.87,1.0,46.1,F,CA,standard,organic,android,610.0,6.415096959171596,0.0,-0.8660254037844386,0.5000000000000001,1.0,13.0,6.0,3.0,7.0,0.125,5.0,18.375,1.2,2.0,31.73,15.865,16.8,0.3076923076923077,0.0,0.5384615384615384,3.0,0.046875,2.9375733593804587,0.0,1.3478571428571429,0.30590782688507917,0.14444444444444443,0.0,0.0,0.125,2.35875,0.0,0.428125,q5,high,stable
4526,53.0,7.65,4.0,37.6,F,UK,basic,referral,android,652.0,6.481577129276431,0.0,-1.0,-1.8369701987210297e-16,1.0,19.0,9.0,1.0,10.0,3.9583333333333335,8.0,18.583333333333343,1.3846153846153846,1.0,12.67,12.67,12.67,0.3684210526315789,0.2631578947368421,0.5789473684210527,3.0,0.1759530791788856,2.0347056478384444,0.0,0.3825,-0.9352187417596739,0.2111111111111111,0.0,0.0,15.833333333333334,30.281250000000004,0.0,0.03229166666666667,q5,normal,stable
1142,37.0,19.98,5.0,42.6,F,DE,standard,social,web,487.0,6.1903154058531475,0.0,1.0,6.123233995736766e-17,0.0,13.0,5.0,2.0,8.0,0.9166666666666666,5.0,21.541666666666664,0.909090909090909,1.0,8.3,8.3,8.3,0.38461538461538464,0.15384615384615385,0.23076923076923078,3.0,0.2901353965183752,2.9947317732204075,0.0,1.4271428571428573,0.36265701561627994,0.14444444444444443,0.0,0.0,4.583333333333333,18.315,0.0,0.0075,q3,high,stable
5820,44.0,37.35,0.0,40.3,M,PK,premium,social,web,803.0,6.6895992691789665,0.0,0.8660254037844387,-0.4999999999999998,0.0,41.0,15.0,2.0,26.0,4.75,10.0,9.291666666666671,1.0344827586206897,4.0,24.75,6.1875,9.69,0.5853658536585366,0.24390243902439024,0.5609756097560976,3.0,0.0,3.6203329115788265,0.0,0.8892857142857143,-0.10615448155900274,0.45555555555555555,0.0,0.0,0.0,177.4125,0.0,0.07916666666666666,q4,normal,stable
1364,50.0,41.39,1.0,44.4,M,UK,premium,paid_search,ios,298.0,5.700443573390687,0.0,-1.0,-1.8369701987210297e-16,0.0,59.0,28.0,8.0,31.0,0.08333333333333333,18.0,7.208333333333329,1.6470588235294115,1.0,10.14,10.14,10.14,0.3389830508474576,0.2033898305084746,0.3898305084745763,3.0,0.09146341463414634,3.7230393057606412,0.0,0.6898333333333333,-0.35691306752599883,0.6555555555555556,0.0,0.0,0.08333333333333333,3.4491666666666667,0.0,0.428125,q5,normal,growing
5538,39.0,36.81,1.0,66.7,F,PK,premium,paid_search,android,1180.0,7.074116816197362,0.0,0.8660254037844387,-0.4999999999999998,0.0,75.0,20.0,3.0,55.0,0.16666666666666666,12.0,5.916666666666668,0.689655172413793,7.0,142.21,20.315714285714286,60.04,0.6266666666666667,0.16,0.38666666666666666,3.0,0.024793388429752063,3.60576954739093,0.0,0.4843421052631579,-0.7045274807004535,0.8333333333333334,0.0,0.0,0.16666666666666666,6.135,0.0,0.428125,q3,normal,stable
4045,37.0,36.85,0.0,44.7,F,PK,premium,paid_search,android,590.0,6.3818160174060985,0.0,-0.5000000000000004,0.8660254037844384,0.0,14.0,6.0,2.0,8.0,1.2916666666666667,6.0,15.333333333333336,1.0909090909090908,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.5,2.0,0.0,3.6068556186353455,0.0,2.4566666666666666,0.9028677115420143,0.15555555555555556,0.0,0.0,0.0,47.59791666666667,0.0,0.428125,q3,high,stable
1368,21.0,19.43,1.0,51.9,M,US,standard,organic,web,645.0,6.470799503782602,0.0,-1.0,-1.8369701987210297e-16,1.0,16.0,2.0,1.0,14.0,0.08333333333333333,2.0,19.791666666666664,0.23529411764705882,2.0,51.69,25.845,34.47,0.375,0.1875,0.375,3.0,0.044444444444444446,2.9668182633893485,0.0,1.1429411764705881,0.1423162221802554,0.17777777777777778,0.0,0.0,0.08333333333333333,1.6191666666666666,0.0,0.03229166666666667,q1,high,declining
4922,44.0,8.49,1.0,70.0,M,CA,basic,partner,ios,1224.0,7.110696122978827,0.0,0.8660254037844386,0.5000000000000001,0.0,12.0,5.0,2.0,7.0,0.625,5.0,11.208333333333336,0.9999999999999999,1.0,11.38,11.38,11.38,0.5,0.5,0.3333333333333333,3.0,0.023923444976076555,2.138889000323256,0.0,0.6530769230769231,-0.41086427278593496,0.13333333333333333,0.0,0.0,0.625,5.30625,0.0,0.428125,q4,normal,stable
790,45.0,21.03,0.0,74.6,F,US,standard,paid_search,android,36.0,3.6109179126442243,1.0,0.49999999999999994,-0.8660254037844387,1.0,26.0,23.0,5.0,3.0,0.4583333333333333,13.0,4.458333333333334,7.666666666666667,3.0,74.66,24.886666666666667,31.64,0.6153846153846154,0.0,0.38461538461538464,3.0,0.0,3.0459499897146083,0.0,0.778888888888889,-0.23712979328894954,0.7222222222222222,0.0,0.0,0.0,9.63875,0.0,0.428125,q4,normal,growing
724,50.0,8.79,1.0,56.6,M,PK,basic,social,ios,185.0,5.225746673713202,0.0,-2.4492935982947064e-16,1.0,0.0,21.0,7.0,2.0,14.0,1.7083333333333333,7.0,12.291666666666666,0.823529411764706,1.0,18.44,18.44,18.44,0.2857142857142857,0.19047619047619047,0.38095238095238093,3.0,0.13953488372093023,2.1736147116970854,0.0,0.3995454545454545,-0.8927073817380694,0.23333333333333334,0.0,0.0,1.7083333333333333,15.016249999999998,0.0,0.04583333333333333,q5,normal,stable
1821,34.0,18.62,0.0,59.9,F,IN,standard,organic,ios,451.0,6.113682179832232,0.0,0.8660254037844387,-0.4999999999999998,0.0,39.0,11.0,3.0,28.0,0.375,9.0,6.833333333333336,0.7096774193548386,6.0,104.63999999999999,17.439999999999998,57.16,0.46153846153846156,0.20512820512820512,0.4358974358974359,3.0,0.0,2.924236271848921,0.0,0.4655,-0.743388396996692,0.43333333333333335,0.0,0.0,0.0,6.9825,0.0,0.428125,q2,normal,stable
1867,37.0,9.38,0.0,44.3,F,PK,basic,paid_search,ios,173.0,5.159055299214529,0.0,0.49999999999999994,0.8660254037844387,0.0,50.0,23.0,4.0,27.0,0.125,14.0,8.916666666666664,1.5333333333333334,7.0,101.38,14.482857142857142,41.26,0.52,0.16,0.42,3.0,0.0,2.238579763018133,0.0,0.183921568627451,-1.640301487089705,0.5555555555555556,0.0,0.0,0.0,1.1725,0.0,0.005833333333333334,q3,normal,growing
322,51.0,9.6,1.0,27.1,M,US,basic,organic,ios,168.0,5.1298987149230735,0.0,0.49999999999999994,0.8660254037844387,1.0,52.0,16.0,3.0,36.0,0.16666666666666666,14.0,11.083333333333336,0.8205128205128205,5.0,111.97,22.394,58.71,0.5192307692307693,0.07692307692307693,0.4423076923076923,3.0,0.15151515151515152,2.2617630984737906,0.0,0.1811320754716981,-1.6547905952915298,0.5777777777777777,0.0,0.0,0.16666666666666666,1.5999999999999999,0.0,0.144375,q5,normal,stable
5895,26.0,9.18,2.0,86.6,F,PK,basic,organic,android,763.0,6.638567789166521,0.0,0.49999999999999994,-0.8660254037844387,1.0,5.0,1.0,0.0,4.0,17.291666666666668,1.0,24.249999999999996,0.2857142857142857,0.0,0.0,0.0,0.0,0.6,0.0,0.4,2.0,0.07566204287515763,2.217027204632399,0.0,1.53,0.43178241642553783,0.05555555555555555,0.0,0.0,34.583333333333336,158.7375,0.0,0.428125,q1,high,declining
4246,46.0,46.48,2.0,53.2,F,PK,premium,paid_search,ios,405.0,6.0063531596017325,0.0,0.49999999999999994,-0.8660254037844387,0.0,16.0,6.0,1.0,10.0,6.791666666666667,5.0,10.666666666666666,0.9230769230769231,2.0,32.99,16.495,18.52,0.5,0.0625,0.4375,3.0,0.13793103448275862,3.8390221125436557,0.0,2.7341176470588233,1.0094595832371367,0.17777777777777778,0.0,0.0,13.583333333333334,315.6766666666667,0.0,0.03229166666666667,q4,high,stable
4649,56.0,9.26,3.0,77.9,M,US,basic,organic,ios,424.0,6.052089168924417,0.0,0.49999999999999994,-0.8660254037844387,0.0,91.0,34.0,7.0,57.0,0.25,21.0,5.791666666666671,1.1333333333333333,10.0,166.69,16.669,56.3,0.4835164835164835,0.14285714285714285,0.4725274725274725,3.0,0.19823788546255508,2.225704048658088,0.0,0.10065217391304347,-2.201363565926664,1.011111111111111,0.0,0.0,0.75,2.315,0.0,0.0027083333333333334,q5,normal,stable
3169,40.0,11.06,0.0,45.4,M,CA,basic,social,ios,1154.0,7.051855622955894,0.0,0.49999999999999994,-0.8660254037844387,0.0,27.0,8.0,4.0,19.0,0.4166666666666667,6.0,11.125,0.7272727272727273,2.0,34.93,17.465,23.07,0.4444444444444444,0.14814814814814814,0.4444444444444444,3.0,0.0,2.403334996094189,0.0,0.395,-0.9038682118755978,0.3,0.0,0.0,0.0,4.608333333333333,0.0,0.428125,q3,normal,stable
4096,57.0,8.38,0.0,50.5,F,AE,basic,organic,android,774.0,6.652863029353347,0.0,0.49999999999999994,-0.8660254037844387,0.0,58.0,29.0,5.0,29.0,0.8333333333333334,22.0,7.0,1.8125,8.0,124.8,15.6,25.86,0.39655172413793105,0.10344827586206896,0.39655172413793105,3.0,0.0,2.125847914493992,0.0,0.14203389830508475,-1.8836517678350146,0.6444444444444445,0.0,0.0,0.0,6.983333333333334,0.0,0.010416666666666666,q5,normal,growing
1709,39.0,10.52,1.0,62.5,F,other,basic,organic,,356.0,5.877735781779639,0.0,-0.4999999999999997,-0.8660254037844388,0.0,32.0,14.0,4.0,18.0,0.20833333333333334,10.0,9.791666666666664,1.3333333333333335,2.0,22.89,11.445,15.54,0.59375,0.40625,0.375,3.0,0.07772020725388601,2.3532782073095637,0.0,0.3187878787878788,-1.1123424814800116,0.35555555555555557,0.0,0.0,0.20833333333333334,2.191666666666667,0.0,0.03229166666666667,q3,normal,stable
4291,34.0,10.64,2.0,42.3,F,PK,basic,organic,web,113.0,4.736198448394496,0.0,1.0,6.123233995736766e-17,1.0,82.0,28.0,2.0,54.0,0.125,18.0,5.041666666666657,0.9824561403508771,14.0,287.84999999999997,20.560714285714283,58.75,0.4024390243902439,0.25609756097560976,0.4024390243902439,3.0,0.4195804195804196,2.3646204839134985,0.0,0.12819277108433735,-1.9791056766553186,0.9111111111111111,0.0,0.0,0.25,1.33,0.0,0.428125,q2,normal,stable
3586,26.0,9.65,1.0,49.6,M,AE,basic,referral,web,318.0,5.765191102784844,0.0,-0.8660254037844384,-0.5000000000000004,0.0,20.0,3.0,0.0,17.0,21.666666666666668,2.0,21.666666666666668,0.30000000000000004,3.0,57.94,19.313333333333333,24.88,0.55,0.0,0.45,3.0,0.08620689655172414,2.2669579153508947,0.0,0.45952380952380956,-0.7560362691088789,0.2222222222222222,0.0,0.0,21.666666666666668,209.08333333333334,0.0,0.144375,q1,normal,declining
